date,sat,precip,temp,hum,wind,soil,OT,temp_f,hum_f,precip_f,wind_f
2023-02-28 08:20:00,0,0.0,40.6,93,1.7,25.625,15.16,40.9,88.66666666666667,0.0,5.3
2023-02-28 08:30:00,0,0.0,40.6,93,1.7,25.625,15.16,41.5,90.0,0.0,4.9
2023-02-28 08:40:00,0,0.0,40.6,93,1.7,25.625,15.16,42.1,91.33333333333333,0.0,4.633333333333334
2023-02-28 08:50:00,0,0.0,40.6,93,1.7,25.625,15.16,42.666666666666664,92.33333333333333,0.0,4.5
2023-02-28 09:00:00,0,0.0,43.1,89,3.9,25.75,15.17,43.2,93.0,0.0,4.5
2023-02-28 09:10:00,0,0.0,43.1,89,3.9,25.75,15.17,43.800000000000004,93.0,0.0,4.833333333333333
2023-02-28 09:20:00,0,0.0,43.1,89,3.9,25.75,15.18,44.266666666666666,92.66666666666667,0.0,5.366666666666666
2023-02-28 09:30:00,0,0.0,43.1,89,3.9,25.75,15.19,44.6,92.0,0.0,6.1
2023-02-28 09:40:00,0,0.0,43.1,89,3.9,25.75,15.19,44.93333333333334,91.33333333333333,0.0,6.8999999999999995
2023-02-28 09:50:00,361,0.0,43.1,89,3.9,25.75,15.2,45.36666666666667,90.33333333333333,0.0,7.566666666666666
2023-02-28 10:00:00,361,0.0,46.6,82,7.7,25.875,15.21,45.9,89.0,0.0,8.1
2023-02-28 10:10:00,361,0.0,46.6,82,7.7,25.875,15.22,46.233333333333334,87.66666666666667,0.0,8.7
2023-02-28 10:20:00,361,0.0,46.6,82,7.7,25.875,15.24,46.63333333333333,86.33333333333333,0.0,9.266666666666667
2023-02-28 10:30:00,0,0.0,46.6,82,7.7,25.875,15.25,47.1,85.0,0.0,9.8
2023-02-28 10:40:00,0,0.0,46.6,82,7.7,25.875,15.26,47.5,83.66666666666667,0.0,10.200000000000001
2023-02-28 10:50:00,0,0.0,46.6,82,7.7,25.875,15.27,47.86666666666667,82.33333333333333,0.0,10.666666666666666
2023-02-28 11:00:00,0,0.0,49.5,70,9.4,25.875,15.28,48.2,81.0,0.0,11.2
2023-02-28 11:10:00,0,0.0,49.5,70,9.4,25.875,15.29,48.53333333333334,79.0,0.0,11.466666666666667
2023-02-28 11:20:00,0,0.0,49.5,70,9.4,25.875,15.28,48.9,77.33333333333333,0.0,11.666666666666666
2023-02-28 11:30:00,0,0.0,49.5,70,9.4,25.875,15.28,49.3,76.0,0.0,11.8
2023-02-28 11:40:00,0,0.0,49.5,70,9.4,25.875,15.27,49.63333333333333,74.0,0.0,11.933333333333334
2023-02-28 11:50:00,0,0.0,49.5,70,9.4,25.875,15.26,49.93333333333333,72.33333333333333,0.0,12.0
2023-02-28 12:00:00,0,0.0,50.0,71,9.4,26.0,15.36,50.2,71.0,0.0,12.0
2023-02-28 12:10:00,0,0.0,50.0,71,9.4,26.0,15.37,50.333333333333336,70.33333333333333,0.0,11.799999999999999
2023-02-28 12:20:00,0,0.0,50.0,71,9.4,26.0,15.27,50.43333333333333,70.0,0.0,11.6
2023-02-28 12:30:00,0,0.0,50.0,71,9.4,26.0,15.2,50.5,70.0,0.0,11.4
2023-02-28 12:40:00,0,0.0,50.0,71,9.4,26.0,15.16,50.63333333333333,70.0,0.0,11.133333333333333
2023-02-28 12:50:00,0,0.0,50.0,71,9.4,26.0,15.13,50.7,70.0,0.0,10.933333333333334
2023-02-28 13:00:00,0,0.0,50.7,69,8.7,25.375,15.1,50.7,70.0,0.0,10.8
2023-02-28 13:10:00,0,0.0,50.7,69,8.7,25.375,15.07,50.7,70.0,0.0,10.8
2023-02-28 13:20:00,0,0.0,50.7,69,8.7,25.375,15.04,50.766666666666666,69.66666666666667,0.0,10.766666666666667
2023-02-28 13:30:00,0,0.0,50.7,69,8.7,25.375,15.0,50.9,69.0,0.0,10.7
2023-02-28 13:40:00,0,0.0,50.7,69,8.7,25.375,14.97,51.03333333333333,69.0,0.0,10.9
2023-02-28 13:50:00,0,0.0,50.7,69,8.7,25.375,14.94,51.1,68.66666666666667,0.0,11.033333333333333
2023-02-28 14:00:00,0,0.0,50.8,67,8.8,24.875,14.9,51.1,68.0,0.0,11.1
2023-02-28 14:10:00,211,0.0,50.8,67,8.8,24.875,14.86,51.1,67.33333333333333,0.0,11.1
2023-02-28 14:20:00,211,0.0,50.8,67,8.8,24.875,14.84,51.2,67.0,0.0,11.1
2023-02-28 14:30:00,211,0.0,50.8,67,8.8,24.875,14.83,51.4,67.0,0.0,11.1
2023-02-28 14:40:00,211,0.0,50.8,67,8.8,24.875,14.8,51.4,66.33333333333333,0.0,11.1
2023-02-28 14:50:00,211,0.0,50.8,67,8.8,24.875,14.78,51.4,65.66666666666667,0.0,11.2
2023-02-28 15:00:00,0,0.0,51.3,64,9.3,24.0,14.76,51.4,65.0,0.0,11.4
2023-02-28 15:10:00,0,0.0,51.3,64,9.3,24.0,14.74,51.2,64.33333333333333,0.0,11.8
2023-02-28 15:20:00,0,0.0,51.3,64,9.3,24.0,14.71,50.96666666666667,63.666666666666664,0.0,12.266666666666667
2023-02-28 15:30:00,0,0.0,51.3,64,9.3,24.0,14.69,50.7,63.0,0.0,12.8
2023-02-28 15:40:00,0,0.0,51.3,64,9.3,24.0,14.66,50.36666666666667,62.333333333333336,0.0,13.4
2023-02-28 15:50:00,0,0.0,51.3,64,9.3,24.0,14.63,50.06666666666667,62.333333333333336,0.0,13.7
2023-02-28 16:00:00,0,0.02,49.9,71,7.6,21.625,14.61,49.8,63.0,0.0,13.7
2023-02-28 16:10:00,0,0.02,49.9,71,7.6,21.625,14.58,49.6,65.66666666666667,0.008,13.1
2023-02-28 16:20:00,0,0.02,49.9,71,7.6,21.625,14.56,49.36666666666667,68.66666666666667,0.012,12.166666666666668
2023-02-28 16:30:00,0,0.02,49.9,71,7.6,21.625,14.53,49.1,72.0,0.012,10.9
2023-02-28 16:40:00,0,0.02,49.9,71,7.6,21.625,14.51,48.96666666666667,75.33333333333333,0.012,9.833333333333334
2023-02-28 16:50:00,0,0.02,49.9,71,7.6,21.625,14.48,48.733333333333334,78.33333333333333,0.012,9.033333333333333
2023-02-28 17:00:00,0,0.06,48.1,80,6.4,21.0,14.46,48.4,81.0,0.012,8.5
2023-02-28 17:10:00,0,0.06,48.1,80,6.4,21.0,14.43,48.266666666666666,81.66666666666667,0.009333333333333334,8.9
2023-02-28 17:20:00,0,0.06,48.1,80,6.4,21.0,14.41,48.13333333333333,81.66666666666667,0.008,9.566666666666666
2023-02-28 17:30:00,0,0.06,48.1,80,6.4,21.0,14.38,48.0,81.0,0.008,10.5
2023-02-28 17:40:00,0,0.06,48.1,80,6.4,21.0,14.36,47.86666666666667,79.66666666666667,0.008,11.633333333333333
2023-02-28 17:50:00,0,0.06,48.1,80,6.4,21.0,14.33,47.699999999999996,79.0,0.008,12.533333333333333
2023-02-28 18:00:00,0,0.02,47.5,84,8.2,20.625,14.31,47.5,79.0,0.008,13.2
2023-02-28 18:10:00,0,0.02,47.5,84,8.2,20.625,14.28,47.233333333333334,79.66666666666667,0.005333333333333334,13.2
2023-02-28 18:20:00,0,0.02,47.5,84,8.2,20.625,14.26,47.03333333333333,81.0,0.004,13.1
2023-02-28 18:30:00,0,0.02,47.5,84,8.2,20.625,14.24,46.9,83.0,0.004,12.9
2023-02-28 18:40:00,0,0.02,47.5,84,8.2,20.625,14.21,46.7,84.33333333333333,0.004,12.433333333333334
2023-02-28 18:50:00,0,0.02,47.5,84,8.2,20.625,14.19,46.53333333333333,85.66666666666667,0.004,12.033333333333333
2023-02-28 19:00:00,0,0.06,46.5,87,8.2,20.375,14.16,46.4,87.0,0.004,11.7
2023-02-28 19:10:00,0,0.06,46.5,87,8.2,20.375,14.14,46.266666666666666,87.66666666666667,0.017333333333333333,11.366666666666665
2023-02-28 19:20:00,0,0.06,46.5,87,8.2,20.375,14.11,46.2,88.33333333333333,0.024,10.966666666666667
2023-02-28 19:30:00,0,0.06,46.5,87,8.2,20.375,14.09,46.2,89.0,0.024,10.5
2023-02-28 19:40:00,0,0.06,46.5,87,8.2,20.375,14.06,46.06666666666667,89.66666666666667,0.024,10.033333333333333
2023-02-28 19:50:00,0,0.06,46.5,87,8.2,20.375,14.04,46.0,90.0,0.024,9.733333333333334
2023-02-28 20:00:00,0,0.01,45.7,90,8.5,20.25,14.01,46.0,90.0,0.024,9.6
2023-02-28 20:10:00,0,0.01,45.7,90,8.5,20.25,13.99,46.0,90.0,0.010666666666666666,10.066666666666666
2023-02-28 20:20:00,0,0.01,45.7,90,8.5,20.25,13.96,45.96666666666667,90.0,0.004,10.733333333333334
2023-02-28 20:30:00,0,0.01,45.7,90,8.5,20.25,13.93,45.9,90.0,0.004,11.6
2023-02-28 20:40:00,0,0.01,45.7,90,8.5,20.25,13.9,45.9,90.0,0.004,12.4
2023-02-28 20:50:00,0,0.01,45.7,90,8.5,20.25,13.87,45.9,90.0,0.004,13.033333333333333
2023-02-28 21:00:00,0,0.0,45.5,91,9.4,20.0,13.85,45.9,90.0,0.004,13.5
2023-02-28 21:10:00,0,0.0,45.5,91,9.4,20.0,13.81,45.9,90.0,0.0013333333333333335,13.366666666666667
2023-02-28 21:20:00,0,0.0,45.5,91,9.4,20.0,13.78,45.93333333333333,90.33333333333333,0.0,13.033333333333333
2023-02-28 21:30:00,0,0.0,45.5,91,9.4,20.0,13.74,46.0,91.0,0.0,12.5
2023-02-28 21:40:00,0,0.0,45.5,91,9.4,20.0,13.7,46.13333333333333,91.66666666666667,0.0,11.766666666666667
2023-02-28 21:50:00,0,0.0,45.5,91,9.4,20.0,13.66,46.2,92.0,0.0,11.3
2023-02-28 22:00:00,0,0.0,45.7,91,9.2,19.75,13.62,46.2,92.0,0.0,11.1
2023-02-28 22:10:00,0,0.0,45.7,91,9.2,19.75,13.59,46.06666666666667,92.0,0.0,11.166666666666666
2023-02-28 22:20:00,0,0.0,45.7,91,9.2,19.75,13.56,46.0,92.33333333333333,0.0,11.4
2023-02-28 22:30:00,0,0.0,45.7,91,9.2,19.75,13.53,46.0,93.0,0.0,11.8
2023-02-28 22:40:00,0,0.0,45.7,91,9.2,19.75,13.5,45.93333333333333,93.0,0.0,12.200000000000001
2023-02-28 22:50:00,0,0.0,45.7,91,9.2,19.75,13.46,45.833333333333336,93.0,0.0,12.566666666666666
2023-02-28 23:00:00,0,0.01,45.6,91,10.1,19.625,13.43,45.7,93.0,0.0,12.9
2023-02-28 23:10:00,0,0.01,45.6,91,10.1,19.625,13.4,45.7,93.0,0.0,13.166666666666668
2023-02-28 23:20:00,0,0.01,45.6,91,10.1,19.625,13.37,45.766666666666666,93.0,0.0,13.433333333333334
2023-02-28 23:30:00,0,0.01,45.6,91,10.1,19.625,13.34,45.9,93.0,0.0,13.7
2023-02-28 23:40:00,0,0.01,45.6,91,10.1,19.625,13.31,45.9,93.0,0.0,14.033333333333333
2023-02-28 23:50:00,0,0.01,45.6,91,10.1,19.625,13.27,45.9,93.0,0.0,14.366666666666665
2023-03-01 00:00:00,0,0.0,39.1,87,3.6,19.625,13.25,45.9,93.0,0.0,14.7
2023-03-01 00:10:00,0,0.0,39.1,87,3.6,19.625,13.22,45.96666666666667,93.0,0.008,15.366666666666665
2023-03-01 00:20:00,0,0.0,39.1,87,3.6,19.625,13.2,46.0,93.0,0.012,16.2
2023-03-01 00:30:00,0,0.0,39.1,87,3.6,19.625,13.19,46.0,93.0,0.012,17.2
2023-03-01 00:40:00,0,0.0,39.1,87,3.6,19.625,13.17,46.13333333333333,93.0,0.012,17.933333333333334
2023-03-01 00:50:00,0,0.0,39.1,87,3.6,19.625,13.15,46.266666666666666,93.0,0.012,18.333333333333332
2023-03-01 01:00:00,0,0.12,45.6,94,10.0,19.5,13.13,46.4,93.0,0.012,18.4
2023-03-01 01:10:00,0,0.12,45.6,94,10.0,19.5,13.11,46.666666666666664,93.0,0.014666666666666666,17.666666666666668
2023-03-01 01:20:00,0,0.12,45.6,94,10.0,19.5,13.1,46.9,92.66666666666667,0.016,16.96666666666667
2023-03-01 01:30:00,0,0.12,45.6,94,10.0,19.5,13.09,47.1,92.0,0.016,16.3
2023-03-01 01:40:00,0,0.12,45.6,94,10.0,19.5,13.08,47.233333333333334,91.33333333333333,0.016,15.366666666666667
2023-03-01 01:50:00,0,0.12,45.6,94,10.0,19.5,13.06,47.13333333333333,91.0,0.016,14.233333333333334
2023-03-01 02:00:00,0,0.28,42.2,93,11.5,19.375,13.05,46.8,91.0,0.016,12.9
2023-03-01 02:10:00,0,0.28,42.2,93,11.5,19.375,13.03,45.93333333333333,91.0,0.034,10.966666666666667
2023-03-01 02:20:00,0,0.28,42.2,93,11.5,19.375,13.01,44.766666666666666,91.33333333333333,0.043,10.366666666666667
2023-03-01 02:30:00,0,0.28,42.2,93,11.5,19.375,13.0,43.3,92.0,0.043,11.1
2023-03-01 02:40:00,0,0.28,42.2,93,11.5,19.375,12.98,42.03333333333333,92.66666666666667,0.043,14.833333333333332
2023-03-01 02:50:00,0,0.28,42.2,93,11.5,19.375,12.96,40.833333333333336,93.0,0.043,18.266666666666666
2023-03-01 03:00:00,0,0.02,38.3,91,10.4,19.375,12.94,39.7,93.0,0.043,21.4
2023-03-01 03:10:00,0,0.02,38.3,91,10.4,19.375,12.92,39.5,93.0,0.03033333333333333,22.2
2023-03-01 03:20:00,0,0.02,38.3,91,10.4,19.375,12.9,39.46666666666667,93.0,0.024,22.133333333333333
2023-03-01 03:30:00,0,0.02,38.3,91,10.4,19.375,12.88,39.6,93.0,0.024,21.2
2023-03-01 03:40:00,0,0.02,38.3,91,10.4,19.375,12.86,39.66666666666667,92.33333333333333,0.024,19.46666666666667
2023-03-01 03:50:00,0,0.02,38.3,91,10.4,19.375,12.85,39.766666666666666,92.0,0.024,17.833333333333336
2023-03-01 04:00:00,0,0.0,37.6,92,4.4,19.125,12.82,39.9,92.0,0.024,16.3
2023-03-01 04:10:00,0,0.0,37.6,92,4.4,19.125,12.8,39.9,91.33333333333333,0.008,14.9
2023-03-01 04:20:00,0,0.0,37.6,92,4.4,19.125,12.77,39.833333333333336,91.0,0.0,13.266666666666666
2023-03-01 04:30:00,0,0.0,37.6,92,4.4,19.125,12.71,39.7,91.0,0.0,11.4
2023-03-01 04:40:00,0,0.0,37.6,92,4.4,19.125,12.64,39.7,90.33333333333333,0.0,9.666666666666668
2023-03-01 04:50:00,0,0.0,37.6,92,4.4,19.125,12.6,39.66666666666667,89.66666666666667,0.0,8.066666666666666
2023-03-01 05:00:00,0,0.0,37.3,92,2.0,19.125,12.56,39.6,89.0,0.0,6.6
2023-03-01 05:10:00,0,0.0,37.3,92,2.0,19.125,12.52,39.6,88.33333333333333,0.0,5.333333333333333
2023-03-01 05:20:00,0,0.0,37.3,92,2.0,19.125,12.49,39.6,87.66666666666667,0.0,4.3
2023-03-01 05:30:00,0,0.0,37.3,92,2.0,19.125,12.46,39.6,87.0,0.0,3.5
2023-03-01 05:40:00,0,0.0,37.3,92,2.0,19.125,12.43,39.6,86.33333333333333,0.0,3.1666666666666665
2023-03-01 05:50:00,0,0.0,37.3,92,2.0,19.125,12.41,39.6,85.66666666666667,0.0,2.966666666666667
2023-03-01 06:00:00,0,0.0,37.6,94,3.7,18.875,12.38,39.6,85.0,0.0,2.9
2023-03-01 06:10:00,0,0.0,37.6,94,3.7,18.875,12.35,39.6,85.0,0.0,2.7
2023-03-01 06:20:00,0,0.0,37.6,94,3.7,18.875,12.32,39.6,85.0,0.0,2.533333333333333
2023-03-01 06:30:00,0,0.0,37.6,94,3.7,18.875,12.3,39.6,85.0,0.0,2.4
2023-03-01 06:40:00,0,0.0,37.6,94,3.7,18.875,12.27,39.46666666666667,85.66666666666667,0.0,2.0666666666666664
2023-03-01 06:50:00,0,0.0,37.6,94,3.7,18.875,12.24,39.333333333333336,86.0,0.0,1.7
2023-03-01 07:00:00,0,0.04,37.6,92,6.8,19.0,12.21,39.2,86.0,0.0,1.3
2023-03-01 07:10:00,0,0.04,37.6,92,6.8,19.0,12.18,39.2,86.0,0.0,1.0333333333333334
2023-03-01 07:20:00,0,0.04,37.6,92,6.8,19.0,12.15,39.06666666666667,86.33333333333333,0.0,1.4666666666666668
2023-03-01 07:30:00,0,0.04,37.6,92,6.8,19.0,12.13,38.8,87.0,0.0,2.6
2023-03-01 07:40:00,0,0.04,37.6,92,6.8,19.0,12.1,38.8,87.0,0.0,3.7333333333333334
2023-03-01 07:50:00,0,0.04,37.6,92,6.8,19.0,12.07,38.8,87.0,0.0,4.8
2023-03-01 08:00:00,0,0.0,38.4,89,5.4,19.0,12.05,38.8,87.0,0.0,5.8
2023-03-01 08:10:00,0,0.0,38.4,89,5.4,19.0,12.14,38.93333333333333,87.0,0.0,6.266666666666667
2023-03-01 08:20:00,0,0.0,38.4,89,5.4,19.0,12.19,39.13333333333333,87.0,0.0,6.633333333333334
2023-03-01 08:30:00,0,0.0,38.4,89,5.4,19.0,12.2,39.4,87.0,0.0,6.9
2023-03-01 08:40:00,0,0.0,38.4,89,5.4,19.0,12.19,39.6,87.0,0.0,7.166666666666667
2023-03-01 08:50:00,0,0.0,38.4,89,5.4,19.0,12.18,39.833333333333336,86.66666666666667,0.0,7.466666666666667
2023-03-01 09:00:00,0,0.0,41.0,79,9.7,19.0,12.18,40.1,86.0,0.0,7.8
2023-03-01 09:10:00,0,0.0,41.0,79,9.7,19.0,12.17,40.36666666666667,85.33333333333333,0.0,7.8
2023-03-01 09:20:00,0,0.0,41.0,79,9.7,19.0,12.16,40.6,84.33333333333333,0.0,8.0
2023-03-01 09:30:00,0,0.0,41.0,79,9.7,19.0,12.15,40.8,83.0,0.0,8.4
2023-03-01 09:40:00,0,0.0,41.0,79,9.7,19.0,12.14,41.06666666666667,82.33333333333333,0.0,9.0
2023-03-01 09:50:00,0,0.0,41.0,79,9.7,19.0,12.13,41.266666666666666,81.66666666666667,0.0,9.666666666666668
2023-03-01 10:00:00,0,0.0,41.7,77,11.0,19.125,12.12,41.4,81.0,0.0,10.4
2023-03-01 10:10:00,0,0.0,41.7,77,11.0,19.125,12.11,41.46666666666667,81.0,0.0,11.066666666666666
2023-03-01 10:20:00,0,0.0,41.7,77,11.0,19.125,12.1,41.56666666666667,81.33333333333333,0.0,11.766666666666667
2023-03-01 10:30:00,0,0.0,41.7,77,11.0,19.125,12.09,41.7,82.0,0.0,12.5
2023-03-01 10:40:00,0,0.0,41.7,77,11.0,19.125,12.08,41.7,82.0,0.0,13.1
2023-03-01 10:50:00,0,0.0,41.7,77,11.0,19.125,12.05,41.833333333333336,82.0,0.0,13.633333333333333
2023-03-01 11:00:00,0,0.0,43.0,73,8.4,19.125,12.03,42.1,82.0,0.0,14.1
2023-03-01 11:10:00,0,0.0,43.0,73,8.4,19.125,12.0,42.3,80.66666666666667,0.0,14.433333333333334
2023-03-01 11:20:00,0,0.0,43.0,73,8.4,19.125,11.98,42.46666666666667,79.33333333333333,0.0,14.666666666666666
2023-03-01 11:30:00,0,0.0,43.0,73,8.4,19.125,11.96,42.6,78.0,0.0,14.8
2023-03-01 11:40:00,0,0.0,43.0,73,8.4,19.125,11.93,43.0,76.0,0.0,14.8
2023-03-01 11:50:00,0,0.0,43.0,73,8.4,19.125,11.91,43.233333333333334,74.33333333333333,0.0,14.866666666666667
2023-03-01 12:00:00,0,0.0,44.6,67,8.7,19.125,11.88,43.3,73.0,0.0,15.0
2023-03-01 12:10:00,0,0.0,44.6,67,8.7,19.125,11.86,43.699999999999996,72.33333333333333,0.0,15.0
2023-03-01 12:20:00,0,0.0,44.6,67,8.7,19.125,11.85,44.0,72.0,0.0,14.933333333333334
2023-03-01 12:30:00,0,0.0,44.6,67,8.7,19.125,11.82,44.2,72.0,0.0,14.8
2023-03-01 12:40:00,0,0.0,44.6,67,8.7,19.125,11.8,44.333333333333336,71.33333333333333,0.0,14.666666666666666
2023-03-01 12:50:00,0,0.0,44.6,67,8.7,19.125,11.78,44.6,71.0,0.0,14.566666666666666
2023-03-01 13:00:00,0,0.0,44.9,64,10.6,19.25,11.76,45.0,71.0,0.0,14.5
2023-03-01 13:10:00,0,0.0,44.9,64,10.6,19.25,11.74,45.06666666666667,70.33333333333333,0.0,14.5
2023-03-01 13:20:00,0,0.0,44.9,64,10.6,19.25,11.73,45.233333333333334,70.0,0.0,14.533333333333333
2023-03-01 13:30:00,0,0.0,44.9,64,10.6,19.25,11.73,45.5,70.0,0.0,14.6
2023-03-01 13:40:00,0,0.0,44.9,64,10.6,19.25,11.72,45.766666666666666,69.33333333333333,0.0,14.733333333333334
2023-03-01 13:50:00,0,0.0,44.9,64,10.6,19.25,11.71,45.93333333333333,68.66666666666667,0.0,14.833333333333334
2023-03-01 14:00:00,0,0.0,46.2,63,11.8,19.25,11.7,46.0,68.0,0.0,14.9
2023-03-01 14:10:00,0,0.0,46.2,63,11.8,19.25,11.68,46.13333333333333,68.0,0.0,14.966666666666667
2023-03-01 14:20:00,0,0.0,46.2,63,11.8,19.25,11.67,46.333333333333336,67.66666666666667,0.0,15.0
2023-03-01 14:30:00,0,0.0,46.2,63,11.8,19.25,11.66,46.6,67.0,0.0,15.0
2023-03-01 14:40:00,0,0.0,46.2,63,11.8,19.25,11.65,46.733333333333334,67.0,0.0,15.066666666666666
2023-03-01 14:50:00,0,0.0,46.2,63,11.8,19.25,11.64,46.9,66.66666666666667,0.0,15.1
2023-03-01 15:00:00,0,0.0,47.6,61,12.0,19.25,11.63,47.1,66.0,0.0,15.1
2023-03-01 15:10:00,0,0.0,47.6,61,12.0,19.25,11.61,47.36666666666667,65.33333333333333,0.0,15.033333333333333
2023-03-01 15:20:00,0,0.0,47.6,61,12.0,19.25,11.6,47.6,64.33333333333333,0.0,15.066666666666666
2023-03-01 15:30:00,0,0.0,47.6,61,12.0,19.25,11.59,47.8,63.0,0.0,15.2
2023-03-01 15:40:00,0,0.0,47.6,61,12.0,19.25,11.58,48.06666666666667,62.333333333333336,0.0,15.2
2023-03-01 15:50:00,0,0.0,47.6,61,12.0,19.25,11.58,48.266666666666666,61.666666666666664,0.0,15.166666666666666
2023-03-01 16:00:00,0,0.0,48.1,61,12.8,19.375,11.58,48.4,61.0,0.0,15.1
2023-03-01 16:10:00,0,0.0,48.1,61,12.8,19.375,11.6,48.53333333333333,61.0,0.0,14.766666666666666
2023-03-01 16:20:00,0,0.0,48.1,61,12.8,19.375,11.64,48.7,61.0,0.0,14.4
2023-03-01 16:30:00,0,0.0,48.1,61,12.8,19.375,11.66,48.9,61.0,0.0,14.0
2023-03-01 16:40:00,0,0.0,48.1,61,12.8,19.375,11.7,48.9,61.666666666666664,0.0,13.533333333333333
